2.895000000000000000e+03 1.304310000000000080e+01 4.200000000000000000e+01
1.525000000000000000e+03 1.322509999999999941e+01 1.600000000000000000e+01
3.644000000000000000e+03 1.253589999999999982e+01 4.300000000000000000e+01
1.645000000000000000e+03 1.304020000000000046e+01 2.700000000000000000e+01
2.540000000000000000e+03 1.242329999999999934e+01 3.400000000000000000e+01
3.931000000000000000e+03 1.313930000000000042e+01 4.400000000000000000e+01
3.427000000000000000e+03 1.279679999999999929e+01 4.000000000000000000e+01
5.071000000000000000e+03 1.252350000000000030e+01 4.800000000000000000e+01
2.706000000000000000e+03 1.305579999999999963e+01 2.700000000000000000e+01
3.794000000000000000e+03 1.300089999999999968e+01 4.300000000000000000e+01
3.541000000000000000e+03 1.278659999999999997e+01 4.300000000000000000e+01
4.261000000000000000e+03 1.227769999999999939e+01 5.900000000000000000e+01
1.445000000000000000e+03 1.302490000000000059e+01 1.800000000000000000e+01
3.867000000000000000e+03 1.234549999999999947e+01 4.700000000000000000e+01
4.124000000000000000e+03 1.244130000000000003e+01 5.800000000000000000e+01
3.722000000000000000e+03 1.254100000000000037e+01 4.300000000000000000e+01
2.193000000000000000e+03 1.264370000000000083e+01 3.400000000000000000e+01
1.861000000000000000e+03 1.289380000000000059e+01 2.400000000000000000e+01
1.094000000000000000e+03 1.300130000000000052e+01 1.400000000000000000e+01
5.788000000000000000e+03 1.259229999999999983e+01 4.400000000000000000e+01
2.503000000000000000e+03 1.264220000000000077e+01 3.200000000000000000e+01
1.470000000000000000e+03 1.295180000000000042e+01 2.100000000000000000e+01
3.298000000000000000e+03 1.293999999999999950e+01 4.100000000000000000e+01
4.011000000000000000e+03 1.241469999999999985e+01 4.800000000000000000e+01
1.716000000000000000e+03 1.297189999999999976e+01 2.100000000000000000e+01
3.315000000000000000e+03 1.233280000000000065e+01 4.100000000000000000e+01
1.829000000000000000e+03 1.306949999999999967e+01 2.300000000000000000e+01
3.777000000000000000e+03 1.293299999999999983e+01 4.100000000000000000e+01
2.970000000000000000e+03 1.295420000000000016e+01 3.600000000000000000e+01
9.400000000000000000e+02 1.291999999999999993e+01 1.600000000000000000e+01
3.808000000000000000e+03 1.244469999999999921e+01 4.800000000000000000e+01
2.284000000000000000e+03 1.312739999999999974e+01 2.700000000000000000e+01
2.116000000000000000e+03 1.240729999999999933e+01 2.900000000000000000e+01
3.066000000000000000e+03 1.278669999999999973e+01 4.600000000000000000e+01
3.496000000000000000e+03 1.295679999999999943e+01 4.500000000000000000e+01
6.352000000000000000e+03 1.259249999999999936e+01 6.000000000000000000e+01
9.670000000000000000e+02 1.306789999999999985e+01 1.000000000000000000e+01
3.440000000000000000e+03 1.248090000000000011e+01 4.900000000000000000e+01
3.380000000000000000e+03 1.284720000000000084e+01 3.600000000000000000e+01
2.519000000000000000e+03 1.259629999999999939e+01 3.300000000000000000e+01
3.505000000000000000e+03 1.236810000000000009e+01 4.000000000000000000e+01
1.797000000000000000e+03 1.317810000000000059e+01 2.700000000000000000e+01
3.370000000000000000e+03 1.274670000000000059e+01 5.000000000000000000e+01
2.741000000000000000e+03 1.282929999999999993e+01 3.600000000000000000e+01
1.440000000000000000e+03 1.310909999999999975e+01 1.400000000000000000e+01
1.892000000000000000e+03 1.276619999999999955e+01 3.000000000000000000e+01
2.529000000000000000e+03 1.276120000000000054e+01 2.800000000000000000e+01
3.212000000000000000e+03 1.314240000000000030e+01 3.500000000000000000e+01
1.790000000000000000e+03 1.292999999999999972e+01 1.900000000000000000e+01
7.059000000000000000e+03 1.245120000000000005e+01 6.900000000000000000e+01
3.061000000000000000e+03 1.240930000000000000e+01 3.200000000000000000e+01
4.317000000000000000e+03 1.227689999999999948e+01 5.700000000000000000e+01
4.397000000000000000e+03 1.226689999999999969e+01 5.700000000000000000e+01
1.899000000000000000e+03 1.314700000000000024e+01 2.200000000000000000e+01
2.930000000000000000e+03 1.238129999999999953e+01 3.600000000000000000e+01
2.268000000000000000e+03 1.242360000000000042e+01 2.500000000000000000e+01
2.030000000000000000e+03 1.258559999999999945e+01 3.000000000000000000e+01
3.957000000000000000e+03 1.268019999999999925e+01 4.300000000000000000e+01
6.162000000000000000e+03 1.232970000000000077e+01 6.400000000000000000e+01
2.117000000000000000e+03 1.247729999999999961e+01 3.200000000000000000e+01
2.615000000000000000e+03 1.229749999999999943e+01 3.100000000000000000e+01
4.193000000000000000e+03 1.237550000000000061e+01 4.500000000000000000e+01
4.191000000000000000e+03 1.255150000000000077e+01 4.500000000000000000e+01
4.320000000000000000e+03 1.263519999999999932e+01 4.600000000000000000e+01
3.204000000000000000e+03 1.283779999999999966e+01 4.000000000000000000e+01
1.805000000000000000e+03 1.262620000000000076e+01 2.700000000000000000e+01
2.981000000000000000e+03 1.285360000000000014e+01 3.400000000000000000e+01
2.642000000000000000e+03 1.274540000000000006e+01 2.900000000000000000e+01
2.880000000000000000e+03 1.302849999999999930e+01 3.200000000000000000e+01
4.438000000000000000e+03 1.238909999999999911e+01 5.000000000000000000e+01
2.962000000000000000e+03 1.244529999999999959e+01 3.400000000000000000e+01
6.255000000000000000e+03 1.265080000000000027e+01 4.900000000000000000e+01
1.782000000000000000e+03 1.287390000000000079e+01 3.200000000000000000e+01
6.475000000000000000e+03 1.262439999999999962e+01 5.900000000000000000e+01
4.886000000000000000e+03 1.262480000000000047e+01 4.700000000000000000e+01
2.530000000000000000e+03 1.311309999999999931e+01 2.800000000000000000e+01
5.007000000000000000e+03 1.243629999999999924e+01 5.600000000000000000e+01
3.026000000000000000e+03 1.281760000000000055e+01 3.700000000000000000e+01
1.454000000000000000e+03 1.317409999999999926e+01 1.700000000000000000e+01
2.916000000000000000e+03 1.243149999999999977e+01 3.600000000000000000e+01
2.867000000000000000e+03 1.302829999999999977e+01 3.300000000000000000e+01
1.588000000000000000e+03 1.270829999999999949e+01 2.400000000000000000e+01
3.610000000000000000e+03 1.231639999999999979e+01 3.700000000000000000e+01
4.226000000000000000e+03 1.277749999999999986e+01 4.800000000000000000e+01
4.608000000000000000e+03 1.232450000000000045e+01 4.500000000000000000e+01
4.005000000000000000e+03 1.244640000000000057e+01 4.100000000000000000e+01
5.006000000000000000e+03 1.238129999999999953e+01 4.200000000000000000e+01
3.157000000000000000e+03 1.305259999999999998e+01 3.100000000000000000e+01
2.943000000000000000e+03 1.296419999999999995e+01 2.800000000000000000e+01
2.633000000000000000e+03 1.306240000000000023e+01 2.100000000000000000e+01
3.444000000000000000e+03 1.268379999999999974e+01 3.800000000000000000e+01
1.855000000000000000e+03 1.315320000000000000e+01 2.700000000000000000e+01
2.689000000000000000e+03 1.320589999999999975e+01 3.600000000000000000e+01
3.322000000000000000e+03 1.301640000000000086e+01 4.500000000000000000e+01
4.065000000000000000e+03 1.250430000000000064e+01 3.200000000000000000e+01
1.712000000000000000e+03 1.264879999999999960e+01 2.300000000000000000e+01
2.877000000000000000e+03 1.318249999999999922e+01 3.000000000000000000e+01
2.757000000000000000e+03 1.229560000000000031e+01 4.600000000000000000e+01
1.672000000000000000e+03 1.293699999999999939e+01 2.200000000000000000e+01
1.194000000000000000e+03 1.299590000000000067e+01 1.800000000000000000e+01
1.754000000000000000e+03 1.263909999999999911e+01 2.200000000000000000e+01
4.000000000000000000e+03 1.232060000000000066e+01 4.300000000000000000e+01
4.281000000000000000e+03 1.266280000000000072e+01 4.500000000000000000e+01
2.390000000000000000e+03 1.274810000000000088e+01 2.600000000000000000e+01
4.269000000000000000e+03 1.264259999999999984e+01 4.500000000000000000e+01
3.924000000000000000e+03 1.257290000000000063e+01 4.100000000000000000e+01
3.867000000000000000e+03 1.271579999999999977e+01 4.500000000000000000e+01
5.596000000000000000e+03 1.262979999999999947e+01 5.200000000000000000e+01
1.297000000000000000e+03 1.304630000000000045e+01 2.000000000000000000e+01
6.378000000000000000e+03 1.236550000000000082e+01 5.600000000000000000e+01
3.729000000000000000e+03 1.278909999999999947e+01 5.000000000000000000e+01
3.293000000000000000e+03 1.292590000000000039e+01 4.200000000000000000e+01
3.704000000000000000e+03 1.258089999999999975e+01 4.200000000000000000e+01
4.558000000000000000e+03 1.255879999999999974e+01 5.400000000000000000e+01
3.623000000000000000e+03 1.275549999999999962e+01 3.400000000000000000e+01
4.590000000000000000e+02 1.303139999999999965e+01 8.000000000000000000e+00
4.140000000000000000e+03 1.232750000000000057e+01 4.600000000000000000e+01
2.138000000000000000e+03 1.303480000000000061e+01 3.000000000000000000e+01
3.521000000000000000e+03 1.230869999999999997e+01 5.700000000000000000e+01
2.959000000000000000e+03 1.305899999999999928e+01 3.800000000000000000e+01
3.267000000000000000e+03 1.280899999999999928e+01 2.800000000000000000e+01
1.399000000000000000e+03 1.300929999999999964e+01 2.000000000000000000e+01
1.568000000000000000e+03 1.240549999999999997e+01 2.200000000000000000e+01
8.980000000000000000e+02 1.315470000000000006e+01 1.300000000000000000e+01
2.747000000000000000e+03 1.232620000000000005e+01 4.700000000000000000e+01
1.125000000000000000e+03 1.313509999999999955e+01 2.000000000000000000e+01
3.891000000000000000e+03 1.274929999999999986e+01 4.200000000000000000e+01
4.175000000000000000e+03 1.232760000000000034e+01 4.100000000000000000e+01
1.868000000000000000e+03 1.318510000000000026e+01 2.100000000000000000e+01
3.433000000000000000e+03 1.292609999999999992e+01 4.400000000000000000e+01
1.184000000000000000e+03 1.274949999999999939e+01 2.100000000000000000e+01
1.541000000000000000e+03 1.268479999999999919e+01 2.700000000000000000e+01
3.772000000000000000e+03 1.260950000000000060e+01 4.500000000000000000e+01
5.140000000000000000e+03 1.243560000000000088e+01 4.300000000000000000e+01
1.298000000000000000e+03 1.301050000000000040e+01 1.600000000000000000e+01
4.754000000000000000e+03 1.294459999999999944e+01 4.300000000000000000e+01
4.091000000000000000e+03 1.246979999999999933e+01 5.000000000000000000e+01
5.340000000000000000e+03 1.235440000000000005e+01 4.500000000000000000e+01
