 #num_of_jet_pairs  x   y
0.000000E+00  0.174958E+01  -.782907E+00
0.000000E+00  0.388789E+00  0.184931E+01
0.000000E+00  -.224957E+00  -.217481E+01
0.000000E+00  0.316044E+01  -.646568E+00
0.000000E+00  0.139228E+01  0.162350E+01
0.000000E+00  0.148827E+01  0.142142E+01
0.000000E+00  0.192987E+01  0.171442E+01
0.000000E+00  -.513752E+00  -.480510E+01
0.000000E+00  -.474894E+00  -.429457E+01
0.000000E+00  0.356554E+01  0.142061E+01
0.000000E+00  0.152685E+01  -.278138E+01
0.000000E+00  -.290807E+01  -.247539E+01
0.000000E+00  0.921490E+00  0.361781E+01
0.000000E+00  -.299014E+01  -.190658E+01
0.000000E+00  0.310494E+01  -.895947E+00
0.000000E+00  -.307538E+01  0.188489E+01
0.000000E+00  0.408050E+01  -.437251E+01
0.200000E+01  0.588469E+01  -.398246E+01
0.000000E+00  0.180216E+01  0.232601E+01
0.000000E+00  0.869839E+00  -.416218E+01
0.000000E+00  0.136968E+00  -.398044E+01
0.000000E+00  -.183312E+01  -.100930E+00
0.000000E+00  -.129879E+01  -.252443E+01
0.000000E+00  0.473168E+01  0.489129E+00
0.000000E+00  -.364792E+01  0.580056E+01
0.000000E+00  -.288055E+01  -.507160E+01
0.000000E+00  -.141281E+01  0.441216E+01
0.000000E+00  -.325957E+01  -.256802E+01
0.000000E+00  -.400218E+01  -.972932E+00
0.000000E+00  -.221574E+01  -.213819E+01
0.000000E+00  0.714853E+01  0.103568E+01
0.000000E+00  -.429700E+01  -.144580E+01
0.000000E+00  0.528042E+00  -.403323E+01
0.000000E+00  0.161096E+01  0.125988E+01
0.000000E+00  -.396469E+01  0.147781E+01
0.000000E+00  0.144397E+00  0.211634E+01
0.000000E+00  -.219367E+01  -.444617E+01
0.000000E+00  -.301658E+01  -.288842E+01
0.000000E+00  -.610949E-01  -.452537E+01
0.000000E+00  0.354773E+01  -.237138E+01
0.000000E+00  0.275071E+01  0.273314E+01
0.000000E+00  0.194496E+01  -.143196E+01
0.000000E+00  -.264961E+01  -.388943E+01
0.000000E+00  -.114282E+01  0.346863E+01
0.000000E+00  0.401823E+01  0.333757E+01
0.000000E+00  0.158135E+00  -.340760E+01
0.000000E+00  0.163444E+01  0.187643E+01
0.000000E+00  -.199978E+01  -.433311E+00
0.000000E+00  0.337528E+01  -.121097E+01
0.000000E+00  0.135434E+01  0.466068E+01
0.000000E+00  0.654166E+01  0.308016E+01
0.000000E+00  -.177556E+01  0.134819E+01
0.000000E+00  0.321429E+01  -.496655E+01
0.000000E+00  0.342829E+01  0.245666E+01
0.000000E+00  0.444888E+01  0.172011E+01
0.000000E+00  0.349741E+00  -.113190E+01
0.000000E+00  -.442945E+01  -.689683E+00
0.000000E+00  0.374795E+01  0.370322E+01
0.000000E+00  -.234416E+00  0.313664E+01
0.000000E+00  -.519269E+01  0.281031E+01
0.000000E+00  -.111210E+01  0.478608E+01
0.000000E+00  0.834190E+00  0.159216E+01
0.000000E+00  0.296321E+01  0.109959E+00
0.000000E+00  -.447886E+01  0.104517E+01
0.000000E+00  0.221784E+01  -.278323E+01
0.000000E+00  -.301038E+01  -.257423E+01
